namespace,name,type,cardinality,description,validation,source
product,floatingleg2_interpolation_indextenor2,TenorType,One,,,
product,floatingleg2_is_averaging,Boolean,One,,,
product,floatingleg2_is_compounding,Boolean,One,,,
product,floatingleg2_is_oisleg,Boolean,One,,,
product,floatingleg2_isconstantspread,Boolean,One,,,
product,floatingleg2_isnondeliverable,Boolean,One,,,
product,floatingleg2_lastnotionalstepdate,DateType,One,,,
product,floatingleg2_legtype,EnumeratedString,One,,lookup:LegType,
product,floatingleg2_notionalcurrency,EnumeratedString,One,,lookup:Currency,
product,floatingleg2_notionalstepamount,BigDecimal,One,,,
product,floatingleg2_notionalstepfrequency,TenorType,One,,,
product,floatingleg2_payer,String,One,Leg 2 payer if leg 2 is a floating leg,,
product,floatingleg2_paymentdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_paymentdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_paymentdates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg2_paymentdates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg2_paymentdates_daytype,EnumeratedString,One,,lookup:DayType,
product,floatingleg2_paymentdates_offsettenor,TenorType,One,,,
product,floatingleg2_paymentfrequency,TenorType,One,,,
product,floatingleg2_payrelativeto,EnumeratedString,One,,lookup:PayRelativeTo,
product,floatingleg2_resetdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_resetdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_resetdates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg2_resetdates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg2_resetfrequency,TenorType,One,,,
product,floatingleg2_resetrelativeto,EnumeratedString,One,,lookup:PayRelativeTo,
product,floatingleg2_residualterm,TenorType,One,,,
product,floatingleg2_settlementcurrency,EnumeratedString,One,,lookup:Currency,
product,floatingleg2_settlementfxfixing_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_settlementfxfixing_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_settlementfxfixing_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg2_settlementfxfixing_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg2_settlementfxfixing_daytype,EnumeratedString,One,,lookup:DayType,
product,floatingleg2_settlementfxfixing_offsettenor,DateType,One,,,
product,floatingleg2_settlementfxfixing_rateoption,String,One,,,
product,floatingleg2_spreadschedule_initialspread,BigDecimal,One,,,
product,floatingleg2_stublengths,TenorType,Many,,,
product,floatingleg2_stubtypes,EnumeratedString,Many,,lookup:StubType,
product,floatingleg2_term,TenorType,One,,,
product,floatingleg2_terminationdate,DateType,One,,,
product,floatingleg2_terminationdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_terminationdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_terminationdate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg2_terminationdate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg2_varyingnotionalfixingdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_varyingnotionalfixingdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,forwardstart_offset,TenorType,One,,,
product,fra_buyer,String,One,,,
product,fra_calculationperiod_numberofdays,TenorType,One,,,
product,fra_currency,EnumeratedString,One,,lookup:Currency,
product,fra_daycountfraction,EnumeratedString,One,,lookup:DayCountFraction,
product,fra_discounting,EnumeratedString,One,,lookup:FraDiscounting,
product,fra_effectivedate,DateType,One,,,
product,fra_fixedrate,BigDecimal,One,,,
product,fra_fixingdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fra_fixingdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fra_fixingdate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fra_fixingdate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,fra_fixingdate_daytype,EnumeratedString,One,,lookup:DayType,
product,fra_fixingdate_offsettenor,TenorType,One,,,
product,fra_floatingrateindex,EnumeratedString,One,"The ISDA floating rate option referenced on a FRA, e.g. ""GBP-LIBOR-BBA"".",lookup:FloatLegIndex,
product,fra_floatingraterounding,Integer,One,,,
product,fra_indextenor,TenorType,One,,,
product,fra_indextenor1,TenorType,One,index tenor 1 for FRA,,
product,fra_indextenor2,TenorType,One,index tenor 2 for FRA,,
product,fra_interpolation_indextenor1,TenorType,One,,,
product,fra_interpolation_indextenor2,TenorType,One,,,
product,fra_notionalamount,BigDecimal,One,,,
product,fra_paymentdate,DateType,One,,,
product,fra_paymentdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fra_paymentdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fra_paymentdates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fra_paymentdates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,fra_paymentdates_daytype,EnumeratedString,One,,lookup:DayType,
product,fra_terminationdate,DateType,One,,,
product,fxRateToEUR,BigDecimal,One,"FX Rate to EUR to covert trade notional, price or other nominal value to",,RTS-2 Annex III
product,fxRateToUSD,BigDecimal,One,"The exchange rate between a currency and USD, with USD being the base currency.",,
product,fx_currency1payer,EnumeratedString,One,"Payer of ""currency1"" in the exchanged pair of currencies, and the receiver of ""currency2"".",lookup:PartyRoleType,
product,fx_currency2payer,EnumeratedString,One,"Payer of ""currency2"" in the exchanged pair of currencies, and the receiver of ""currency1"".",lookup:PartyRoleType,
product,fx_forward_commercial_purpose,Boolean,One,,,
product,fx_physicalsettlementintent,Boolean,One,Is a short-dated FX transaction done with intent to physically settle?,,
product,fx_pricefluctuation,BigDecimal,One,,,
product,fx_quotedcurrencypair_currency1,EnumeratedString,One,The base currency in the quoted currency pair.,lookup:Currency,
product,fx_quotedcurrencypair_currency2,EnumeratedString,One,The counter currency in the quoted currency pair.,lookup:Currency,
product,fx_quotedcurrencypair_quotebasis,String,One,,,
product,fx_ratevaluation_postponement,TenorType,One,,,
product,fx_ratevaluation_postponement_daytype,EnumeratedString,One,,lookup:DayType,
product,fx_settlement_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fx_settlement_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fx_settlement_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fx_settlement_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,fx_settlement_currency,EnumeratedString,One,,lookup:Currency,
product,fx_settlement_daytype,EnumeratedString,One,,lookup:DayType,
product,fx_settlement_offsetaftervaluation,TenorType,One,Settlement offset of an FX transaction after trade is entered into,,
product,fx_spotrate_fallback_reference,String,One,,,
product,fx_spotrate_fallback_reference_alternate,String,One,,,
product,fx_spotrate_source,String,One,,,
product,fx_spotrate_source_alternate,String,One,,,
product,fx_valuation_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fx_valuation_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fx_valuation_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fx_valuation_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,giveuptrade,Boolean,One,Whether a trade is a give-up trade (to the contraparty),,
product,hasBondReference,Boolean,One,"For a swap, whether a swap has a bond reference in its additional terms. For a swaption, whether the swap underlying to the swaption has a bond reference",,http://www.fpml.org/spec/fpml-5-9-3-wd-3/html/recordkeeping/schemaDocumentation/schemas/fpml-ird-5-9_xsd/complexTypes/SwapAdditionalTerms/bondReference.html
product,hasC10underlier,Boolean,One,Whether the underlier of a commodity derivative is a C10 financial instrument,,
product,hasETFUnderlier,Boolean,One,Whether the underlier is an ETF,,
product,hasPublicIndex,Boolean,One,"Whether a transaction is based on underlying assets that includes an index, e.g. ISDA taxonomy Equity:[Base-product]:[Sub-product]:SingleIndex or Credit:Index, whether the index underlying is administered by an third-party organization where the index methodology is publicly available.",,
product,hascontingentsettlement,Boolean,One,"Has contingent settlement or delivery terms, e.g. change of delivery method, settlement date.",,
product,hasoptionality,Boolean,One,"Whether a swap has associated optionality (e.g. an early termination option), which precludes it from being subject to a mandatory clearing mandate.",,
product,highlyLiquid,Boolean,One,,,
product,highly_liquid_covered_derivative,Boolean,One,"Boolean flag for whether the transaction is within the types of product which are considered ""Covered Products"" under the mid quote exemption given to highly liquid products.",,
product,inScopeForMiFIRTransactionReporting,Boolean,One,Whether a transaction is in scope for MiFIR Transaction Reporting obligations,,
product,intenttoclear,Boolean,One,Whether a trade is to be submitted for clearing at a clearing firm.,,
product,intenttodeliver,Boolean,One,"Whether a contract is intended to be delivered and does not contain provisions to permit rolling over the delivery, option to settle the contract in a method other than the actual delivery.",,
product,intraGroupTransaction,Boolean,One,The transaction is between corporate entities that are part of the same corporate group.,,
product,investmentAdvice,Boolean,One,Party is providing investment advice in connection with this trade?,,
product,investmentServiceProvider,EnumeratedString,One,The party providing investment services for the transaction or event,lookup:PartySide,
product,investmentServicesProvided,EnumeratedString,Many,Investment Services Provided,lookup:InvestmentService,MiFID-II Annex I ��_��_��_A
product,ipoSPODebtIssuance,Boolean,One,Transaction is part of IPO/SPO or debt issuance,,RTS-22 art. 2(5)
product,irFutureUnderlierTerm,TenorType,One,The term of the underlying interest rate of an IR Future,,
product,irSwapFutureUnderlierTerm,TenorType,One,The term of the underlying swap of an interest rate swap future,,
product,irSwaptionExerciseDate,DateType,One,"The exercise date of an Interest Rate Swaption, which is also the start date of its underlying swap",,
product,isBackloaded,EnumeratedString,Many,A list of regulators under which a transaction report has been backloaded.,lookup:RegulatorShortName,
product,isCFD,Boolean,One,Whether a transaction is a Contract for Difference,,
product,isDVP,Boolean,One,Whether the transaction is Delivery vs Payment,,
product,isDelegatedSale,Boolean,One,Whether the transaction is a delegated sale,,
product,isFuturesRollover,Boolean,One,Whether a transaction is for the purpose of executing a futures contract rollover,,"Package Delegated Regulation Article 3(g), Article 6(e)"
product,isIndexCDSRollover,Boolean,One,Indicates a position replacing an off-the-run version of an index CDS with an on-the-run position,,Package Delegated Regulation Article 5(e)
product,isMATproduct,Boolean,One,Transaction is of a product that has been Made Available to Trade under CFTC,,
product,isMiFIRTransactionEvent,Boolean,One,Event is an acquisition or disposal for purposes of MiFIR transaction reporting,,RTS-22  art. 2(1)-(4)
product,isMultiCurrency,Boolean,One,Whether a transaction requires the exchange of more than one currency,,"Rule 91-507 Appendix C, amended 2016"
product,isPRIIPSProduct,Boolean,One,Product is a packaged product under PRIIPS,,PRIIPS Reg. art. 4
product,isPriceFormingEvent,Boolean,One,"Any termination, assignment, novation, exchange, transfer, amendment, conveyance, or extinguishing of rights or obligations of a swap that changes the pricing of the swap.",,
product,isPublicIndex,Boolean,One,"For transactions based on index, e.g. ISDA taxonomy Equity:[Base-product]:[Sub-product]:SingleIndex or Credit:Index, whether the index underlying is administered by an third-party organization where the index methodology is publicly available.",,
product,isTotalReturnSwap,Boolean,One,"Transaction is a total return swap based on some underlying asset. Note that ISDA taxonomy only provides Total Return Swap as a taxonomy point under the Credit asset class. In practice, however, the underlying may be many other non-credit assets.",,
product,is_constantnotional,Boolean,One,Is notional constant over the tenor of the swap?,,
product,is_fxswap_farleg,Boolean,One,Whether an FX single leg (spot or forward) is the far leg of an FX swap.,,
product,is_fxswap_nearleg,Boolean,One,Whether an FX single leg (spot or forward) is the NEAR leg of an FX swap.,,
product,isda2Commodity,EnumeratedString,One,ISDA 2.0 Commodity Type,lookup:ISDA2Commodities,ISDA 2.0 Taxonomy
product,isda2SubCommodity,EnumeratedString,One,ISDA 2.0 Sub-Commodity Type,lookup:ISDA2SubCommodities,ISDA 2.0 Taxonomy
product,isforwardstart,Boolean,One,,,
product,isin,String,One,ISIN of a financial instrument,,
product,issuanceDate,DateType,One,Date of issue of a bond,,
product,issuanceSize,BigDecimal,One,Size of debt issue,,
product,itbcs,Boolean,One,,,
product,kycStatus,EnumeratedString,One,KYC Status,lookup:KYCStatus,
product,liborinarrears,Boolean,One,,,
product,lifecycleevent,String,One,Life Cycle Event,,
product,liquidMarketForPackage,Boolean,One,Whether there is a liquid market for a package order,,MiFIR Package RTS arts. 1-6
product,liquidMarketForProduct,Boolean,One,Liquid Market Exists for Product,,MiFIR art. 11(1)(b); RTS-2 art. 8
product,mandatorilyclearable,Boolean,One,Whether the particular trade type in question is required by this regulator to be cleared.,,http://www.fpml.org/spec/fpml-5-8-3-wd-3/html/confirmation/schemaDocumentation/schemas/fpml-clearing-processes-5-8_xsd/complexTypes/ClearingRequirements/mandatorilyClearable.html
product,marketMakerForProduct,Boolean,One,CP is market maker for product,,
product,marketid,String,One,,,
product,marketingOrRecommendingProduct,Boolean,One,Investment Firm is marketing or recommending product to client,,MiFID-II Del. Reg. art. 50(5)(a)
product,markit_ticker,String,One,,,
product,matchedPrincipalTrading,Boolean,One,Trading on Matched Principal Basis,,
product,maturitydate,DateType,One,,,
product,memberStatesAgreedToHostReporting,Boolean,One,"For orders executed through branches, the relevant home and host member states have agreed that reports should be made to host member state instead of the home member state",,RTS-22 art. 14(1)
product,mifid2DistributionAgreement,Boolean,One,Whether there is a MiFID II compliant Distribution Agreement for distributor,,
product,mifid2FinancialInstrument,Boolean,One,Indicates whether the instrument meets the conditions to be considered a MiFID II Financial Instrument,,"MiFID II, Annex I, Section C"
product,mifidAgriculturalProduct,EnumeratedString,One,Agricultural product type of agricultural commodity derivative,lookup:MiFIDAgriculturalProducts,"MiFID RTS 2 Annex III Table 7.1, RTS 23 Annex"
product,mifidCommoditySettlementLocation,String,One,Settlement location of an energy commodity derivative contract,,MiFIR RTS 2 Annex III Table 7.1
product,mifidCommodityType,EnumeratedString,One,Type of underlying commodity,lookup:MiFIDCommodityTypes,MiFIR RTS 2 Annex III Table 11.1
product,mifidEnergyType,EnumeratedString,One,Energy type of an energy commodity derivative,lookup:MiFIDEnergyTypes,"MiFID RTS 2 Annex III Table 7.1, RTS 23 Annex"
product,mifidEquityParameter,EnumeratedString,One,Parameter return of an equity swap,lookup:MiFIDEquityParameters,"MiFID RTS 2 Annex III Table 6.2, Annex IV Table 2"
product,mifidFloatingRateOption,String,One,Floating Rate Option underlier of InterestRateDerivative,,MiFIR RTS-2
product,mifidFreightContractType,EnumeratedString,One,Contract type for freight derivatives,lookup:MiFIDFreightContractType,MiFIR RTS 2 Annex III Table 10.1
product,mifidFreightRoute,String,One,Route of underlying freight of freight derivative,,MiFIR RTS 2 Annex III Table 10.1
product,mifidFreightSpecificationOfSize,String,One,Specification of size of underlying freight of freight derivative,,MiFIR RTS 2 Annex III Table 10.1
product,mifidFreightSubType,EnumeratedString,One,Freight sub-type for freight derivatives,lookup:MiFIDFreightSubTypes,MiFIR RTS 2 Annex III Table 10.1
product,mifidFreightType,EnumeratedString,One,Freight type wet/dry for freight derivatives,lookup:MiFIDFreightType,MiFIR RTS 2 Annex III Table 10.1
product,mifidIRSwapType,EnumeratedString,One,Type of underlying swap for interest rate swaption,lookup:MiFIDIRSwapTypes,MiFIR RTS 2 Annex III Table 5.1
product,mifidLoadType,EnumeratedString,One,Load type of electricity energy commodity,lookup:MiFIDLoadType,"MiFIR RTS 2 Annex III Table 7.1, RTS 23 Annex"
product,mifidMetalType,EnumeratedString,One,Metal type of a metal commodity derivative,lookup:MiFIDMetalTypes,"MiFID RTS 2 Annex III Table 7.1, RTS 23 Annex"
product,mifidReferenceEntityType,EnumeratedString,One,Classification of reference entity of CDS as sovereign or corporate type,lookup:MiFIDReferenceEntityTypes,MiFIR RTS 2 Annex III Table 9.1
product,mifidUnderlyingCreditIndex,String,One,Underlying Credit Index for Index Credit derivative,,MiFIR RTS-2
product,mifidWholesaleEnergyProduct,Boolean,One,Identifies a product as wholesale energy,,MiFID II Del. Reg. Art. 6(3)
product,mifirNonTransactionalActivity,EnumeratedString,Many,Non-Transactional activity under MiFIR art. 26 reporting and other provisions,lookup:MiFIRNonTransactionalActivity,RTS-22 art. 2(5); MiFIR art. 31
product,mifirPackage,Boolean,One,Whether the package meets the definition of a package under MiFIR,,"MiFIR Article 2(49), Article 2(50)"
product,mifirPrimaryMarketTransaction,Boolean,One,"Whether transaction is a primary market activity such as issuance, allotment or subscription for securities, and creation and redemption of units in ETFs",,"ESMA Q&A Section 2, Answer 4"
product,mktrfqid,String,One,,,
product,mkttradeid,String,One,,,
product,mtnType,EnumeratedString,One,MTN type of instrument,lookup:MTNTypes,CA-CIB internal rules for Info on Instrument
product,negativeaffirmationprovider,String,One,,,
product,negotiatedTransaction,Boolean,One,Negotiated Transaction,,
product,noCallPeriod,TenorType,One,Structured Note No Call Period,,
product,nominalValue,BigDecimal,One,Nominal value of debt instruments traded (other than ETCs and ETNs),,RTS-2 Annex II Table 4
product,numberofadditionalpayments,Integer,One,,,
product,numberofcoupons,Integer,One,,,
product,oisleg_finalfixingdate_terminationoffset,TenorType,One,,,
product,oisleg_initialfixingdate_effectiveoffset,TenorType,One,,,
product,oisleg_settlementdate_terminationoffset,TenorType,One,,,
product,onHoursTrade,Boolean,One,"Trade is during trading hours for trading venue, most relevant market, or investment firm's normal trading hours, as applicable",,RTS-1 art. 14(1)
product,optionExpiryDate,DateType,One,Expiry date of an option contract,,
product,optionMimicsSwapPayout,Boolean,One,Certain cash-settled options structured to mimic the payout of a swap,,
product,optionToDelayForSuitabilityStatement,Boolean,One,Counterparty has been the option to delay the trade until it receive Suitability statement,,MiFID-II art. 25(6)
product,optionbuyer,EnumeratedString,One,Option buyer,lookup:PartyRoleType,
product,optionexemption,Boolean,One,Is the party asserting the trade option exemption for a commodity transaction?,,
product,orderExecuted,Boolean,One,Order executed on execution venue's system,,RTS-27 arts. 4-6
product,orderHeldInOMS,Boolean,One,Order is held in OMS,,MiFIR art. 9(1)(a)
product,orderReceived,Boolean,One,Order received for execution on MTF/OTF or by other execution venue,,RTS-27 arts. 3-6
product,otherExecutionVenueOperation,Boolean,One,Operating an execution venue other than MTF or  OTF,,MiFID II art. 27(3)
product,otherNonComplexProduct,Boolean,One,Product is non-complex per MiFID art. 25(4)((a)(iv) and Del. Reg. Art. 57(b)-(d),,MiFID-II art. 25(4)(a)(vi); MiFID-II Del. Reg. art. 57
product,package,Boolean,One,Identifies a transaction as a package,,"MiFIR Article 2(49), Article 2(50)"
product,packageComponentID,String,One,Identifier assigned to a component of a package transaction,,
product,packagePreTradeTransparencyWaivers,EnumeratedString,Many,Approved pre-trade transparency waivers to be applied to a package order as a whole,lookup:PackagePreTradeTransparencyWaivers,"MiFIR Article 9(1)(d), Article 9(1)(e)"
product,packageSeller,EnumeratedString,One,Identifies the overall seller of a package transaction (Contraparty or Counterparty),lookup:PartySide,"MiFIR RTS 2 Article 7(5), Article 7(6)"
product,packageType,EnumeratedString,One,Describes the type of package transaction,lookup:ProductStructure,"MiFIR Article 2(49), Article 2(50)"
product,package_legcount,Integer,One,,,
product,packageleg,String,One,,,
product,packagelegtype,EnumeratedString,Many,,lookup:PackageLegTypeType,
product,packageoption,String,One,,,
product,paymentdates_businessdayconventions,EnumeratedString,Many,,lookup:BusinessDayConvention,
product,paymentdates_daytypes,EnumeratedString,Many,,lookup:DayType,
product,performanceseller,EnumeratedString,One,The seller of performance of the underlying portfolio,lookup:PartyRoleType,
product,portfolioCompression,Boolean,One,Trade is part of portfolio compression,,
product,portfolioManagement,Boolean,One,Trade is part of portfolio management,,
product,portfolioTrade,Boolean,One,Transaction is part of a portfolio trade,,RTS-1 art. 2(b)
product,postTradeTransparencyDeferrals,EnumeratedString,Many,Applicable Post-Trade Transparency Deferrals,lookup:PostTradeTransparencyDeferralType,MifIR art. 11; RTS-2 art. 11
product,preTradeTransparencyWaivers,EnumeratedString,Many,Applicable Pre Trade Transparency Waivers,lookup:PreTradeTransparencyWaiverType,MiFIR Article 9(1)
product,premiumreceiver,EnumeratedString,One,"The receiver of option premium, i.e. the seller or writer of the option",lookup:PartyRoleType,
product,priipsSRI,EnumeratedString,One,Summary Risk Indicator (SRI),lookup:SummaryRiskIndicators,
product,primebrokerid,String,One,,,
product,product,ProductMasterType,One,,,
product,productComplexity,EnumeratedString,One,Product Complexity,lookup:ProductComplexity,Client Internal Rule
product,productTaxonomy,EnumeratedString,One,Taxonomy used to identify products,lookup:ProductTaxonomies,
product,productType,EnumeratedString,One,Type of Supported Product,lookup:SupportedProducts,
product,productclearable,Boolean,One,"Was the product clearable as of November 15, 2013?",,
product,productvariant,EnumeratedString,One,"Whether a swap is spot-starting, IMM, MAC, or forward-starting.",lookup:ProductVariant,
product,proprietaryVsClientClearing,EnumeratedString,One,Indicates whether the trade is proprietary or for client clearing.,lookup:proprietaryVsClientClearingEnum,
product,protectionseller,EnumeratedString,One,Seller of underlying protection,lookup:PartyRoleType,
product,qualifiedSwapConnectedWithLoans,Boolean,One,Whether a swap is entered into between an exempt cooperative and its member in connection with loan or loan origination per 17 CFR 50.51(b)(1),,17 CFR 50.51(b)(1)
product,quoteDate,DateType,One,Date of RFQ or quote,,
product,quoteOrIOIType,EnumeratedString,One,Quote or IOI Type,lookup:QuoteType,"MiFIR arts. 8(1), 9(1)"
product,quoteType,EnumeratedString,One,Describes a quote as firm or indicative,lookup:QuoteResponseType,MiFIR arts. 18(1)-(2); RTS-27 arts. 7-8
product,quotedCurrency,EnumeratedString,One,Quoted currency,lookup:Currency,
product,receivingParty,EnumeratedString,One,Receiving Party for Transmitted Order,lookup:PartySide,"RTS-22 arts. 4, 14"
product,receivingPartyAgreesToReportOrTransmit,Boolean,One,Party receving the order has agreed to report it or to transmit the necessary information onward,,RTS-22 art. 4(1)(c)
product,receivingPartyRole,EnumeratedString,One,Receiving Party Role,lookup:PartyRoleType,"RTS-22 arts. 4, 14"
product,reducingCommercialOrTreasuryActivityRisk,Boolean,One,Transaction is objectively measurable as reducing commercial or treasury activity risk of party or its group,,MiFID-II art. 8(1)
product,referenceEntity,String,One,Issuer of debt or CDS underlying reference entity,,
product,referencePriceQuote,Boolean,One,Indicates that the trading system is using a reference price methodology,,
product,relatedcoveredbond,Boolean,One,,,
product,reportedUnderEMIR,Boolean,One,Transaction has been reported to a TR under EMIR art. 9,,MiFIR art. 26(7); EMIR art. 9
product,reportingchoices,EnumeratedString,Many,,lookup:FinMktInfraType,
product,representativeCapacity,Boolean,One,"The party is making the trade in a representative capacity or as an agent for someone else. If this value is false, it is assumed that the party is acting in their personal capacity.",,
product,reserveOrder,Boolean,One,Indicates the quote is for a reserve order as defined by RTS 1 art. 8(3),,"RTS-1 art. 8(2)(a), (3)"
product,resetdates_businessdayconventions,EnumeratedString,Many,,lookup:BusinessDayConvention,
product,residualterm,TenorType,One,"The time lapse between ""today"" and the scheduled termination date of the transaction.",,
product,returnSwap_singleUnderlyer,Boolean,One,Whether a return swap underlyer is a single underlying or a basket of multiple underlyers,,
product,rfqType,EnumeratedString,One,Type of RFQ (Firm/Indicative),lookup:QuoteResponseType,RTS-27 arts. 7-8
product,rfqiscompetitive,BigDecimal,One,,,
product,rfqnumofdealers,Integer,One,,,
product,rfqordertypestr,String,One,,,
product,rfqverbstr,String,One,,,
product,rollconventions_all,EnumeratedString,Many,The roll conventions used to adjust the dates of a vanilla swap.,lookup:RollConvention,
product,ruDelegatedInformingPeron,String,One,The informing person specified by the parties to the master agreement which can be a trading party or a third party.,,
product,ruDelegatedInformingPerson,String,One,The informing person specified by the parties to the master agreement which can be a trading party or a third party.,,
product,salesperson,String,One,,,
product,salespersonlocation,EnumeratedString,Many,"The physical location of the sales staff responsible for arranging or negotiating the trade on the Contraparty side, e.g. [""US""]. If multiple sales are involved and are associated at different locations, then a list may be provided, e.g. [""US"",""AU""]. This may not coincide with the primary location of employment or residence.",lookup:LocationCode,
product,sector,String,One,,,
product,securitisedDerivativeHasCommodityUnderlying,Boolean,One,Product is securitised derivative with a commodity underlying,,"ESMA Q&A on Commodity Derivative Topics, Sec. 2, Q&A 7"
product,securitytype,String,One,,,
product,sellingLocationStateOfRelationship,EnumeratedString,One,"Whether the ""��tat de la relation"" with the counterparty is open for the selling location",lookup:RelationshipStates,
product,sellingLocationTypeOfLocalRelationship,EnumeratedString,One,Type of relationship with the counterparty for the selling location,lookup:LocalRelationshipTypes,
product,series,Integer,One,The underlying Credit Index series number (e.g. 28).,,
product,settlementconvention,String,One,The settlement convention for a commodity swap (spot / forward).,,
product,settlementcurrencies,EnumeratedString,Many,"The settlement currency, or a list of all settlement currencies, in a derivative transaction",,
product,settlementdate,DateType,One,,,
product,settlementtype,EnumeratedString,One,"Settlement type as Cash, Physical or Standard (Standard Settlement Matrix for Credit Derivatives)",lookup:SettlementMethod,
product,sfcExcludedIntraGroup,Boolean,One,"This flag is used to indicate a whether a dual-side reportable transaction is intra-group. When set to true, additional reporting-party selection logic is evoked to determine the appropriate reporting party.",,
product,sfcPhase1Reported,Boolean,One,Whether an outstanding transaction has been reported under Phase 1 reporting rules.,,"Securities and Futures (OTC Derivative Transactions Reporting and Record Keeping Obligations) (Amendment) Rules 2016, Rule 2 ""Previous Rules"""
product,singleLoanTRS,Boolean,One,Whether an LTRS is based on a single loan. A value of TRUE means a loan total return swap has a single non-security loan as underlying and is classified as security-based swap.,,"Federal Register / Vol. 77, No. 156 p48266"
product,sizeInEUR,BigDecimal,One,"Size of order, quote, or transaction in EUR",,"RTS-1 arts. 8(2)(a), Annex II RTS-27 art. 9(c)"
product,solicitedQuote,Boolean,One,Whether quote was provided as a response to a request for quote,,
product,spEndClientRepsProvided,Boolean,One,Structured Product End Client Reps Provided,,
product,spot,BigDecimal,One,,,
product,spotoffset,TenorType,One,The number of business days that the effective date is offset from the trade date for a swap (e.g. 2D).,,
product,spread,BigDecimal,One,Credit spread in units of basis point.,,
product,strategy,EnumeratedString,One,,lookup:ProductStructure,
product,strike,BigDecimal,One,,,
product,structuredProduct,Boolean,One,Structured Product,,
product,subjectToEMIRClearingObligation,Boolean,One,Product is subject to the EMIR Clearing Obligation,,Package Delegated Regulation Article 2(1)(b)
product,subjectToMiFIRClearingObligation,Boolean,One,Product is subject to the MiFIR Clearing Obligation,,Package Delegated Regulation Article 2(1)(b)
product,subjectToMiFIRTradingObligation,Boolean,One,Product is subject to MiFIR trading obligation,,MiFIR arts. 23 & 28
product,subjectToNegativeAffirmation,Boolean,One,Whether a transaction is subject to negative affirmation,,
product,submissiondate,DateType,One,The date when a trade is submitted for clearing.,,
product,subproduct,EnumeratedString,One,"Subproduct of a derivative in the ISDA taxonomy, if applicable.",lookup:SubProduct,
product,swapClassificationOverride,EnumeratedString,One,"User override on swap classification. User may directly specify a swap as ""mixed"", ""security-based-swap"", or ""swap"", and bypass the logic of classification of underlying and swap type.",lookup:DoddFrankSwapType,
product,swap_bondreference,Boolean,One,Whether a swap has a bond reference in additional terms,,http://www.fpml.org/spec/fpml-5-9-3-wd-3/html/recordkeeping/schemaDocumentation/schemas/fpml-ird-5-9_xsd/complexTypes/SwapAdditionalTerms/bondReference.html
product,swap_term_iswholeyear,Boolean,One,,,
product,swaptionExerciseDate,DateType,One,"The exercise date of a Swaption, which is also the start date of its underlying swap",,
product,swaptionSettlementMethod,EnumeratedString,One,"Whether a swaption is cash or physically settled. In the case of physical settlement, parties enter into the underlying swap upon swaption exercise",lookup:swaptionSettlementMethodType,
product,swaption_european_earliestexercisetime_businesscenters,EnumeratedString,Many,swaption exercise time business centers,lookup:BusinessCenter,
product,swaption_european_earliestexercisetime_hourminutetime,TenorType,One,earliest time a european swaption can be exercised,,
